Feature,DefaultUnits,Category,CAS,HGC,MicrobialParameters,IUPAC,Alias_English,Alias_Dutch,SIKBcode,SIKBomschrijving
"(1'R,2R,3S,4'S,6S,8'R,10'E,12'S,13'S,14'E,16'E,20'R,21'R,24'S)-2-butan-2-yl-21',24'-dihydroxy-12'-[(2R,4S,5S,6S)-5-[(2S,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one;(1'R,2R,3S,4'S,6S,8'R,10'E,12'S,13'S,14'E,16'E,20'R,21'R,24'S)-21',24'-dihydroxy-12'-[(2R,4S,5S,6S)-5-[(2S,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethyl-2-propan-2-ylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one",μg/l,,71751-41-2,,,"(1'R,2R,3S,4'S,6S,8'R,10'E,12'S,13'S,14'E,16'E,20'R,21'R,24'S)-2-butan-2-yl-21',24'-dihydroxy-12'-[(2R,4S,5S,6S)-5-[(2S,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one;(1'R,2R,3S,4'S,6S,8'R,10'E,12'S,13'S,14'E,16'E,20'R,21'R,24'S)-21',24'-dihydroxy-12'-[(2R,4S,5S,6S)-5-[(2S,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethyl-2-propan-2-ylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one",,,abmtne,abamectine
prop-2-enamide,μg/l,,79-06-1,,,prop-2-enamide,,,acAd,acrylamide
prop-2-enal,μg/l,,107-02-8,,,prop-2-enal,,,acAh,acrylaldehyde
sodium;5-[2-chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoate,μg/l,,62476-59-9,,,sodium;5-[2-chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoate,,,acFfNazt,acifluorfen-natriumzout
"S-methyl 1,2,3-benzothiadiazole-7-carbothioate",μg/l,,135158-54-2,,,"S-methyl 1,2,3-benzothiadiazole-7-carbothioate",,,acbzlSC1y,acibenzolar-S-methyl
acridine,μg/l,,260-94-6,,,acridine,,,acdne,acridine
N-[methoxy(methylsulfanyl)phosphoryl]acetamide,μg/l,,30560-19-1,,,N-[methoxy(methylsulfanyl)phosphoryl]acetamide,,,acft,acefaat
(E)-but-2-enal,μg/l,,4170-30-3,,,(E)-but-2-enal,,,aclinC1y,2-butenal (cis en trans)
prop-2-enenitrile,μg/l,,107-13-1,,,prop-2-enenitrile,,,aclntl,acrylonitril
"(1'R,2R,3S,4'S,6S,8'R,10'E,12'S,13'S,14'E,16'E,20'R,21'R,24'S)-2-[(2S)-butan-2-yl]-21',24'-dihydroxy-12'-[(2R,4S,5S,6S)-5-[(2S,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one",μg/l,,65195-55-3,,,"(1'R,2R,3S,4'S,6S,8'R,10'E,12'S,13'S,14'E,16'E,20'R,21'R,24'S)-2-[(2S)-butan-2-yl]-21',24'-dihydroxy-12'-[(2R,4S,5S,6S)-5-[(2S,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one",,,acmtnB1a,avermectin B1a
2-chloro-6-nitro-3-phenoxyaniline,μg/l,,74070-46-5,,,2-chloro-6-nitro-3-phenoxyaniline,,,acnfn,aclonifen
"[cyano-(3-phenoxyphenyl)methyl] 3-[(E)-3-(1,1,1,3,3,3-hexafluoropropan-2-yloxy)-3-oxoprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate",μg/l,,103833-18-7,,,"[cyano-(3-phenoxyphenyl)methyl] 3-[(E)-3-(1,1,1,3,3,3-hexafluoropropan-2-yloxy)-3-oxoprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate",,,acntn,acrinathrin
"[cyano-(3-phenoxyphenyl)methyl] 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate",μg/l,,67375-30-8,,,"[cyano-(3-phenoxyphenyl)methyl] 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate",,,acpmtn,alfa-cypermethrin
"(3-dodecyl-1,4-dioxonaphthalen-2-yl) acetate",μg/l,,57960-19-7,,,"(3-dodecyl-1,4-dioxonaphthalen-2-yl) acetate",,,acqncl,acequinocyl
"potassium;6-methyl-2,2-dioxo-1-oxa-2lambda6-thia-3-azanidacyclohex-5-en-4-one",μg/l,,55589-62-3,,,"potassium;6-methyl-2,2-dioxo-1-oxa-2lambda6-thia-3-azanidacyclohex-5-en-4-one",,,acsfmeK,acesulfame K
acetamide,μg/l,,60-35-5,,,acetamide,,,actAd,aceetamide
2-chloro-N-(ethoxymethyl)-N-(2-ethyl-6-methylphenyl)acetamide,μg/l,,34256-82-1,,,2-chloro-N-(ethoxymethyl)-N-(2-ethyl-6-methylphenyl)acetamide,,,actCl,acetochloor
(2R)-2-acetamido-3-sulfanylpropanoic acid,μg/l,,616-91-1,,,(2R)-2-acetamido-3-sulfanylpropanoic acid,,,actctne,acetylcysteine
1-phenylethanone,μg/l,,98-86-2,,,1-phenylethanone,,,actfnn,acetofenon
N-[(6-chloropyridin-3-yl)methyl]-N'-cyano-N-methylethanimidamide,μg/l,,135410-20-7,,,N-[(6-chloropyridin-3-yl)methyl]-N'-cyano-N-methylethanimidamide,,,actmpd,acetamiprid
propan-2-one,μg/l,,67-64-1,,,propan-2-one,,,actn,aceton
actinolite (green asbestos),μg/l,,77536-66-4,,,,actinolite (green asbestos),,actnlt,actinoliet (groene asbest)
acetonitrile,μg/l,,75-05-8,,,acetonitrile,,,actntl,acetonitril
"N-[4-[(5-methyl-1,2-oxazol-3-yl)sulfamoyl]phenyl]acetamide",μg/l,,21312-10-7,,,"N-[4-[(5-methyl-1,2-oxazol-3-yl)sulfamoyl]phenyl]acetamide",,,actsfmtozl,acetylsulfamethoxazol
"(1R,2S,8R,9S)-1,9,10,11,12,12-hexachloro-4,6-dioxa-5lambda4-thiatricyclo[7.2.1.02,8]dodec-10-ene 5-oxide",μg/l,,959-98-8,,,"(1R,2S,8R,9S)-1,9,10,11,12,12-hexachloro-4,6-dioxa-5lambda4-thiatricyclo[7.2.1.02,8]dodec-10-ene 5-oxide",,,aedsfn,alfa-endosulfan
"(1,3,3-trimethyl-2-bicyclo[2.2.1]heptanyl) acetate",μg/l,,4057-31-2,,,"(1,3,3-trimethyl-2-bicyclo[2.2.1]heptanyl) acetate",,,afencactt,alfa-fenchylacetaat
"(E)-3-methyl-4-(2,6,6-trimethylcyclohex-2-en-1-yl)but-3-en-2-one",μg/l,,127-51-5,,,"(E)-3-methyl-4-(2,6,6-trimethylcyclohex-2-en-1-yl)but-3-en-2-one",,,aiC1yionn,alfa-isomethylionon
"2-chloro-N-(2,6-diethylphenyl)-N-(methoxymethyl)acetamide",μg/l,,15972-60-8,,,"2-chloro-N-(2,6-diethylphenyl)-N-(methoxymethyl)acetamide",,,alCl,alachloor
[(E)-(2-methyl-2-methylsulfinylpropylidene)amino] N-methylcarbamate,μg/l,,1646-87-3,,,[(E)-(2-methyl-2-methylsulfinylpropylidene)amino] N-methylcarbamate,,,alDcSO,aldicarbsulfoxide
[(E)-(2-methyl-2-methylsulfanylpropylidene)amino] N-methylcarbamate,μg/l,,116-06-3,,,[(E)-(2-methyl-2-methylsulfanylpropylidene)amino] N-methylcarbamate,,,alDcb,aldicarb
[(E)-(2-methyl-2-methylsulfonylpropylidene)amino] N-methylcarbamate,μg/l,,1646-88-4,,,[(E)-(2-methyl-2-methylsulfonylpropylidene)amino] N-methylcarbamate,,,alDcsfn,aldicarbsulfon
"(1R,2R,3R,6S,7S,8S)-1,8,9,10,11,11-hexachlorotetracyclo[6.2.1.13,6.02,7]dodeca-4,9-diene",μg/l,,309-00-2,,,"(1R,2R,3R,6S,7S,8S)-1,8,9,10,11,11-hexachlorotetracyclo[6.2.1.13,6.02,7]dodeca-4,9-diene",,,aldn,aldrin
"N-[3-[(4-amino-6,7-dimethoxyquinazolin-2-yl)-methylamino]propyl]oxolane-2-carboxamide",μg/l,,81403-80-7,,,"N-[3-[(4-amino-6,7-dimethoxyquinazolin-2-yl)-methylamino]propyl]oxolane-2-carboxamide",,,alfzsn,alfuzosin
undecylbenzene,μg/l,,67774-74-7,,,undecylbenzene,,,alkC10C13Ben,alkyl(C10-C13)benzeen
prop-2-en-1-ol,μg/l,,107-18-6,,,prop-2-en-1-ol,,,allachl,allylalcohol
"1,5-dihydropyrazolo[3,4-d]pyrimidin-4-one",μg/l,,315-30-0,,,"1,5-dihydropyrazolo[3,4-d]pyrimidin-4-one",,,allprnl,allopurinol
"(2-methyl-4-oxo-3-prop-2-enylcyclopent-2-en-1-yl) 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",μg/l,,584-79-2,,,"(2-methyl-4-oxo-3-prop-2-enylcyclopent-2-en-1-yl) 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",,,alltn,allethrin
"methyl 2-hydroxy-6,6-dimethyl-4-oxo-3-(N-prop-2-enoxy-C-propylcarbonimidoyl)cyclohex-2-ene-1-carboxylate",μg/l,,55634-91-8,,,"methyl 2-hydroxy-6,6-dimethyl-4-oxo-3-(N-prop-2-enoxy-C-propylcarbonimidoyl)cyclohex-2-ene-1-carboxylate",,,allxdm,alloxydim
ethyl 3-[benzyl-[methyl-[(Z)-1-methylsulfanylethylideneamino]oxycarbonylamino]sulfanylamino]propanoate,μg/l,,83130-01-2,,,ethyl 3-[benzyl-[methyl-[(Z)-1-methylsulfanylethylideneamino]oxycarbonylamino]sulfanylamino]propanoate,,,alncb,alanycarb
"(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid",μg/l,,463-40-1,,,"(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid",,,alnlzr,alfa-linoleenzuur
"8-chloro-1-methyl-6-phenyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine",μg/l,,28981-97-7,,,"8-chloro-1-methyl-6-phenyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine",,,alpzlm,alprazolam
pentyl acetate,μg/l,,628-63-7,,,pentyl acetate,,,amactt,amylacetaat
"[2-[(1S,2S,4R,8S,9S,11S,12R,13S)-12-fluoro-11-hydroxy-9,13-dimethyl-16-oxospiro[5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-diene-6,1'-cyclopentane]-8-yl]-2-oxoethyl] acetate",μg/l,,51022-69-6,,,"[2-[(1S,2S,4R,8S,9S,11S,12R,13S)-12-fluoro-11-hydroxy-9,13-dimethyl-16-oxospiro[5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-diene-6,1'-cyclopentane]-8-yl]-2-oxoethyl] acetate",,,amcnnde,amcinonide
"3,5-diacetamido-2,4,6-triiodobenzoic acid",μg/l,,117-96-4,,,"3,5-diacetamido-2,4,6-triiodobenzoic acid",,,amdTzinzr,amidotrizoïnezuur
"1-(4,6-dimethoxypyrimidin-2-yl)-3-[methyl(methylsulfonyl)sulfamoyl]urea",μg/l,,120923-37-7,,,"1-(4,6-dimethoxypyrimidin-2-yl)-3-[methyl(methylsulfonyl)sulfamoyl]urea",,,amdsfrn,amidosulfuron
1-phenylpropan-2-amine,μg/l,,300-62-9,,,1-phenylpropan-2-amine,,,amfAe,amfetamine
"(2-butyl-1-benzofuran-3-yl)-[4-[2-(diethylamino)ethoxy]-3,5-diiodophenyl]methanone",μg/l,,1951-25-3,,,"(2-butyl-1-benzofuran-3-yl)-[4-[2-(diethylamino)ethoxy]-3,5-diiodophenyl]methanone",,,amodne,amiodarone
"(2S,5R,6R)-6-[[(2R)-2-amino-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",μg/l,,69-53-4,,,"(2S,5R,6R)-6-[[(2R)-2-amino-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",,,ampclne,ampicilline
"3-(3-bromo-6-fluoro-2-methylindol-1-yl)sulfonyl-N,N-dimethyl-1,2,4-triazole-1-sulfonamide",μg/l,,348635-87-0,,,"3-(3-bromo-6-fluoro-2-methylindol-1-yl)sulfonyl-N,N-dimethyl-1,2,4-triazole-1-sulfonamide",,,amsbm,amisulbrom
4-amino-N-[(1-ethylpyrrolidin-2-yl)methyl]-5-ethylsulfonyl-2-methoxybenzamide,μg/l,,71675-85-9,,,4-amino-N-[(1-ethylpyrrolidin-2-yl)methyl]-5-ethylsulfonyl-2-methoxybenzamide,,,amspde,amisulpride
"2,3,4,7-tetrahydroxy-2,3,4,4a,5,11b-hexahydro-1H-[1,3]dioxolo[4,5-j]phenanthridin-6-one",μg/l,,12172-73-5,,,"2,3,4,7-tetrahydroxy-2,3,4,4a,5,11b-hexahydro-1H-[1,3]dioxolo[4,5-j]phenanthridin-6-one",,,amst,amosiet (bruine asbest)
"1H-1,2,4-triazol-5-amine",μg/l,,61-82-5,,,"1H-1,2,4-triazol-5-amine",,,amtl,amitrol
"4-N-ethyl-6-methylsulfanyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",μg/l,,834-12-8,,,"4-N-ethyl-6-methylsulfanyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",,,amtn,ametryn
"5-ethyl-6-octyl-[1,2,4]triazolo[1,5-a]pyrimidin-7-amine",μg/l,,865318-97-4,,,"5-ethyl-6-octyl-[1,2,4]triazolo[1,5-a]pyrimidin-7-amine",,,amttdn,ametoctradin
"N,N-dimethyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenylidene)propan-1-amine",μg/l,,50-48-6,,,"N,N-dimethyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenylidene)propan-1-amine",,,amttlne,amitriptyline
"N'-(2,4-dimethylphenyl)-N-[(2,4-dimethylphenyl)iminomethyl]-N-methylmethanimidamide",μg/l,,33089-61-1,,,"N'-(2,4-dimethylphenyl)-N-[(2,4-dimethylphenyl)iminomethyl]-N-methylmethanimidamide",,,amtz,amitraz
"(2S,5R,6R)-6-[[(2R)-2-amino-2-(4-hydroxyphenyl)acetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",μg/l,,26787-78-0,,,"(2S,5R,6R)-6-[[(2R)-2-amino-2-(4-hydroxyphenyl)acetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",,,amxclne,amoxicilline
"(1S,2R,3R,4S,5R,8R,9S,10S,11R,12R,14R)-11-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-5-ethyl-3-hydroxy-9-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-2,4,8,10,12,14-hexamethyl-6,15,16-trioxatricyclo[10.2.1.11,4]hexadecan-7-one",μg/l,,23893-13-2,,,"(1S,2R,3R,4S,5R,8R,9S,10S,11R,12R,14R)-11-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-5-ethyl-3-hydroxy-9-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-2,4,8,10,12,14-hexamethyl-6,15,16-trioxatricyclo[10.2.1.11,4]hexadecan-7-one",,,anHertmcne,anhydro-erythromycine
cyclopropyl-(4-methoxyphenyl)-pyrimidin-5-ylmethanol,μg/l,,12771-68-5,,,cyclopropyl-(4-methoxyphenyl)-pyrimidin-5-ylmethanol,,,ancmdl,ancymidol
"4,6-dichloro-N-(2-chlorophenyl)-1,3,5-triazin-2-amine",μg/l,,101-05-3,,,"4,6-dichloro-N-(2-chlorophenyl)-1,3,5-triazin-2-amine",,,anlzne,anilazine
anisole,μg/l,,100-66-3,,,anisole,,,ansl,anisool
"anthracene-9,10-dione",μg/l,,84-65-1,,,"anthracene-9,10-dione",,,antcnn,antrachinon
anthophyllite (yellow asbestos),μg/l,,77536-67-5,,,,anthophyllite (yellow asbestos),,antplt,anthophylliet (gele asbest)
"1-[(1R,6R)-9-azabicyclo[4.2.1]non-2-en-2-yl]ethanone",μg/l,,64285-06-9,,,"1-[(1R,6R)-9-azabicyclo[4.2.1]non-2-en-2-yl]ethanone",,,antxna,anatoxine-a
"2,6,6-trimethylbicyclo[3.1.1]hept-2-ene",μg/l,,80-56-8,,,"2,6,6-trimethylbicyclo[3.1.1]hept-2-ene",,,apnn,alfa-pineen
"(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoic acid",μg/l,,506-32-1,,,"(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoic acid",,,arcdnzr,arachidonzuur
icosanoic acid,μg/l,,506-30-9,,,icosanoic acid,,,arcdzr,arachidezuur
1-(4-tert-butylphenoxy)propan-2-yl 2-chloroethyl sulfite,μg/l,,140-57-8,,,1-(4-tert-butylphenoxy)propan-2-yl 2-chloroethyl sulfite,,,armt,aramit
asbestos,μg/l,,1332-21-4,,,,asbestos,,asbt,asbest
methyl N-(4-aminophenyl)sulfonylcarbamate,μg/l,,3337-71-1,,,methyl N-(4-aminophenyl)sulfonylcarbamate,,,aslm,asulam
2-acetyloxybenzoic acid,μg/l,,50-78-2,,,2-acetyloxybenzoic acid,,,asprne,aspirine
(3S)-3-amino-4-[[(2S)-1-methoxy-1-oxo-3-phenylpropan-2-yl]amino]-4-oxobutanoic acid,μg/l,,22839-47-0,,,(3S)-3-amino-4-[[(2S)-1-methoxy-1-oxo-3-phenylpropan-2-yl]amino]-4-oxobutanoic acid,,,asptm,aspartaam
2-(4-methylcyclohex-3-en-1-yl)propan-2-ol,μg/l,,98-55-5,,,2-(4-methylcyclohex-3-en-1-yl)propan-2-ol,,,aterpnol,alfa-terpineol
2-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide,μg/l,,29122-68-7,,,2-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide,,,atnll,atenolol
"4-N-ethyl-6-methoxy-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",μg/l,,1610-17-9,,,"4-N-ethyl-6-methoxy-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",,,attn,atraton
"(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid",μg/l,,134523-00-5,,,"(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid",,,atvttne,atorvastatine
"6-chloro-4-N-ethyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",μg/l,,1912-24-9,,,"6-chloro-4-N-ethyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",,,atzne,atrazine
diphenyldiazene,μg/l,,103-33-3,,,diphenyldiazene,,,azBen,azobenzeen
"1-[[2-(2,4-dichlorophenyl)-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole",μg/l,,60207-31-0,,,"1-[[2-(2,4-dichlorophenyl)-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole",,,azacnzl,azaconazool
dimethyl [(E)-4-(methylamino)-4-oxobut-2-en-2-yl] phosphate,μg/l,,83857-41-4,,,dimethyl [(E)-4-(methylamino)-4-oxobut-2-en-2-yl] phosphate,,,azdn,azodrin
"dimethyl (1S,4S,5R,6S,7S,8R,11S,12R,14S,15R)-12-acetyloxy-4,7-dihydroxy-6-[(1S,2S,6S,8S,9R,11S)-2-hydroxy-11-methyl-5,7,10-trioxatetracyclo[6.3.1.02,6.09,11]dodec-3-en-9-yl]-6-methyl-14-[(E)-2-methylbut-2-enoyl]oxy-3,9-dioxatetracyclo[6.6.1.01,5.011,15]pentadecane-4,11-dicarboxylate",μg/l,,11141-17-6,,,"dimethyl (1S,4S,5R,6S,7S,8R,11S,12R,14S,15R)-12-acetyloxy-4,7-dihydroxy-6-[(1S,2S,6S,8S,9R,11S)-2-hydroxy-11-methyl-5,7,10-trioxatetracyclo[6.3.1.02,6.09,11]dodec-3-en-9-yl]-6-methyl-14-[(E)-2-methylbut-2-enoyl]oxy-3,9-dioxatetracyclo[6.6.1.01,5.011,15]pentadecane-4,11-dicarboxylate",,,azdrtn,azadirachtin
4-[(4-chlorophenyl)methyl]-2-(1-methylazepan-4-yl)phthalazin-1-one,μg/l,,58581-89-8,,,4-[(4-chlorophenyl)methyl]-2-(1-methylazepan-4-yl)phthalazin-1-one,,,azltne,azelastine
"6-chloro-3-(dimethoxyphosphorylsulfanylmethyl)-[1,3]oxazolo[4,5-b]pyridin-2-one",μg/l,,35575-96-3,,,"6-chloro-3-(dimethoxyphosphorylsulfanylmethyl)-[1,3]oxazolo[4,5-b]pyridin-2-one",,,azmtfs,azamethifos
methyl (E)-2-[2-[6-(2-cyanophenoxy)pyrimidin-4-yl]oxyphenyl]-3-methoxyprop-2-enoate,μg/l,,131860-33-8,,,methyl (E)-2-[2-[6-(2-cyanophenoxy)pyrimidin-4-yl]oxyphenyl]-3-methoxyprop-2-enoate,,,azoxsbn,azoxystrobin
"4-azido-6-methylsulfanyl-N-propan-2-yl-1,3,5-triazin-2-amine",μg/l,,4658-28-0,,,"4-azido-6-methylsulfanyl-N-propan-2-yl-1,3,5-triazin-2-amine",,,azptn,aziprotryn
"1-(4,6-dimethoxypyrimidin-2-yl)-3-[2-methyl-4-(2-methyltetrazol-5-yl)pyrazol-3-yl]sulfonylurea",μg/l,,120162-55-2,,,"1-(4,6-dimethoxypyrimidin-2-yl)-3-[2-methyl-4-(2-methyltetrazol-5-yl)pyrazol-3-yl]sulfonylurea",,,azsfrn,azimsulfuron
"(2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-11-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-2-ethyl-3,4,10-trihydroxy-13-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,6,8,10,12,14-heptamethyl-1-oxa-6-azacyclopentadecan-15-one",μg/l,,83905-01-5,,,"(2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-11-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-2-ethyl-3,4,10-trihydroxy-13-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,6,8,10,12,14-heptamethyl-1-oxa-6-azacyclopentadecan-15-one",,,aztmcne,azitromycine
[(Z)-2-bromo-2-nitroethenyl]benzene,μg/l,,7166-19-0,,,[(Z)-2-bromo-2-nitroethenyl]benzene,,,bBrbNO2srn,beta-broom-beta-nitrostyreen
"[(E)-2-chloro-1-(2,4-dichlorophenyl)ethenyl] diethyl phosphate",μg/l,,18708-86-6,,,"[(E)-2-chloro-1-(2,4-dichlorophenyl)ethenyl] diethyl phosphate",,,bClfvfs,beta-chloorfenvinfos
"(1R,2R,5S,6R,9S,10R)-1,2,5,6,9,10-hexabromocyclododecane",μg/l,,134237-51-7,,,"(1R,2R,5S,6R,9S,10R)-1,2,5,6,9,10-hexabromocyclododecane",,,bHBCD,beta-hexabroomcyclododecaan
"1,2,3,4,5,6-hexachlorocyclohexane",μg/l,,319-85-7,,,"1,2,3,4,5,6-hexachlorocyclohexane",,,bHCH,beta-hexachloorcyclohexaan
beta-heptachlor epoxide,μg/l,,76543-83-4,,,,beta-heptachlor epoxide,,bHpClepO,beta-heptachloorepoxide
"4-(4,5-dihydroxy-9-methyl-3-oxo-1H-benzo[f][2]benzofuran-1-yl)-3-(dimethylamino)-2,5-dihydroxy-6-oxocyclohexene-1-carboxamide",μg/l,,18751-99-0,,,"4-(4,5-dihydroxy-9-methyl-3-oxo-1H-benzo[f][2]benzofuran-1-yl)-3-(dimethylamino)-2,5-dihydroxy-6-oxocyclohexene-1-carboxamide",,,bapOxT4ccne,beta-apo-oxytetracycline
4-chlorobut-2-ynyl N-(3-chlorophenyl)carbamate,μg/l,,101-27-9,,,4-chlorobut-2-ynyl N-(3-chlorophenyl)carbamate,,,barbn,barban
"(1R,2S,8R,9S)-1,9,10,11,12,12-hexachloro-4,6-dioxa-5lambda4-thiatricyclo[7.2.1.02,8]dodec-10-ene 5-oxide",μg/l,,33213-65-9,,,"(1R,2S,8R,9S)-1,9,10,11,12,12-hexachloro-4,6-dioxa-5lambda4-thiatricyclo[7.2.1.02,8]dodec-10-ene 5-oxide",,,bedsfn,beta-endosulfan
N-benzyl-2-[4-fluoro-3-(trifluoromethyl)phenoxy]butanamide,μg/l,,113614-08-7,,,N-benzyl-2-[4-fluoro-3-(trifluoromethyl)phenoxy]butanamide,,,befbtAd,beflubutamide
"(2,2-dimethyl-1,3-benzodioxol-4-yl) N-methylcarbamate",μg/l,,22781-23-3,,,"(2,2-dimethyl-1,3-benzodioxol-4-yl) N-methylcarbamate",,,benDocb,bendiocarb
"N-butyl-N-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline",μg/l,,1861-40-1,,,"N-butyl-N-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline",,,benfn,benefin
"ethyl 3-[[(2,2-dimethyl-3H-1-benzofuran-7-yl)oxycarbonyl-methylamino]sulfanyl-propan-2-ylamino]propanoate",μg/l,,82560-54-1,,,"ethyl 3-[[(2,2-dimethyl-3H-1-benzofuran-7-yl)oxycarbonyl-methylamino]sulfanyl-propan-2-ylamino]propanoate",,,benfrcb,benfuracarb
"methyl 2-(2,6-dimethyl-N-(2-phenylacetyl)anilino)propanoate",μg/l,,71626-11-4,,,"methyl 2-(2,6-dimethyl-N-(2-phenylacetyl)anilino)propanoate",,,benlxl,benalaxyl
"methyl (2R)-2-(2,6-dimethyl-N-(2-phenylacetyl)anilino)propanoate",μg/l,,98243-83-5,,,"methyl (2R)-2-(2,6-dimethyl-N-(2-phenylacetyl)anilino)propanoate",,,benlxlM,benalaxyl-M
methyl N-[1-(butylcarbamoyl)benzimidazol-2-yl]carbamate,μg/l,,17804-35-2,,,methyl N-[1-(butylcarbamoyl)benzimidazol-2-yl]carbamate,,,benml,benomyl
